deepfm,xgb,lgb,cb,gbm,rf,v7
0.7216745018959045,0.7245675325393677,0.7231424795454728,0.7263460370269645,0.7221758828997827,0.7174681559584728,0.7265615498245711
0.721554160118103,0.7227632403373718,0.7220778742684187,0.7247036210368292,0.7203457958800252,0.7155623836998013,0.7250439308582646
0.7223140597343445,0.7252241373062134,0.724191642379735,0.7276788781132131,0.7234326672547198,0.7165032583848354,0.7284424075288438
0.724561333656311,0.7240914702415466,0.7238194239328195,0.7268161204644357,0.722590001832039,0.7175583474321046,0.7271965589754887
0.722939670085907,0.7232463955879211,0.7228552839225681,0.7258771079162264,0.7218681743025526,0.7163970180839632,0.7262410315757017
