特征,SHAP重要性
cultural_contact,0.9440788593388295
family_support,0.7482771824700913
social_connectedness,0.7232576845505597
social_contact,0.67046703127849
months_in_france,0.6172775422811977
communication_honesty,0.5390473981477525
openness,0.3698049556192748
cultural_maintenance,0.3384241087799492
autonomy,0.3381458999834937
family_communication_frequency,0.30229570166244596
social_maintenance,0.15613164615203837
